"NDCNUM","THRCLDS","THRDTDS","ROADS"
"00143926201","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143926225","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143928501","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143928520","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143935501","Antibiotics, Misc","Vancomycin & Comb.","Intravenous"
"00143935510","Antibiotics, Misc","Vancomycin & Comb.","Intravenous"
"00143935801","Antibiotics, Misc","Vancomycin & Comb.","Intravenous"
"00143935901","Antibiotics, Misc","Vancomycin & Comb.","Intravenous"
"00143956701","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143956725","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143956801","Antibiot, Cephalosporin & Rel.","Cefuroxime","Injection"
"00143956825","Antibiot, Cephalosporin & Rel.","Cefuroxime","Injection"
"00143956901","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143956910","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143967001","Antibiot, Cephalosporin & Rel.","Cefotetan","Injection"
"00143967010","Antibiot, Cephalosporin & Rel.","Cefotetan","Injection"
"00143967101","Antibiot, Cephalosporin & Rel.","Cefotetan","Injection"
"00143967110","Antibiot, Cephalosporin & Rel.","Cefotetan","Injection"
"00143967801","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Intravenous"
"00143976601","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143976675","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143976701","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143976750","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143976801","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Intravenous"
"00143980305","Antibiot, Tetracyclines","Doxycycline","Oral"
"00143980350","Antibiot, Tetracyclines","Doxycycline","Oral"
"00143983601","Antibiot, Penicillins","Penicillin V","Oral"
"00143983610","Antibiot, Penicillins","Penicillin V","Oral"
"00143983701","Antibiot, Penicillins","Penicillin V","Oral"
"00143983710","Antibiot, Penicillins","Penicillin V","Oral"
"00143985316","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143985324","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143985375","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143985601","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985625","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985701","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985725","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985801","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985825","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985901","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143985925","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"00143987610","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"00143987725","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"00143987825","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"00143988601","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988650","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988675","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988701","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988750","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988775","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988801","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988815","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988880","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988901","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988915","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143988980","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143989701","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00143989705","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00143989801","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00143989805","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00143992390","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143992490","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143993001","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993003","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993010","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993101","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993122","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993125","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993301","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993322","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993325","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993501","Antibiot, Cephalosporin & Rel.","Cefotaxime","Intravenous"
"00143993591","Antibiot, Cephalosporin & Rel.","Cefotaxime","Injection"
"00143993801","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143993805","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143993901","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143993905","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143993920","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143994701","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143994750","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143994850","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00143995101","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143995120","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143997603","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143997691","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143997722","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143997790","Antibiot, Cephalosporin & Rel.","Cefuroxime","Intravenous"
"00143997922","Antibiot, Cephalosporin & Rel.","Cefuroxime","Injection"
"00143997990","Antibiot, Cephalosporin & Rel.","Cefuroxime","Injection"
"00143998101","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998150","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998175","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998201","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998250","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998275","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"00143998303","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143998391","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"00143998501","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00143998601","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00144067850","Antibiot, Tetracyclines","Doxycycline","Oral"
"00144068305","Antibiot, Tetracyclines","Doxycycline","Oral"
"00144068350","Antibiot, Tetracyclines","Doxycycline","Oral"
"00144068805","Antibiot, Tetracyclines","Doxycycline","Oral"
"00144068850","Antibiot, Tetracyclines","Doxycycline","Oral"
"00144117003","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine",NA
"00144121002","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00144121201","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00144121202","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00144134801","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00144134802","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00144136601","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00144136701","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00144147503","Antibiot, Penicillins","Penicillin V",NA
"00144147903","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00144163003","Antibiot, Tetracyclines","Tetracycline",NA
"00144422020","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00144423020","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00144424020","Antibiot, Penicillins","Penicillin V",NA
"00148941001","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"00148941002","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"00149000705","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000805","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000825","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149000866","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000867","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000877","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000905","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000923","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149000966","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000967","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149000977","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149003605","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149003606","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149003666","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149003705","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149003707","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149003766","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00149049501","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00149071001","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149071008","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00149078415","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150004060","Antibiot, Tetracyclines","Oxytetracycline & Comb.",NA
"00150004080","Antibiot, Tetracyclines","Oxytetracycline & Comb.",NA
"00150025440","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150025460","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150025480","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150025540","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150025560","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150025580","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150042750","Antibiot, Tetracyclines","Doxycycline","Oral"
"00150042850","Antibiot, Tetracyclines","Doxycycline","Oral"
"00150145360","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00150145370","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00150201740","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150201760","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150207340","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150207360","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150213060","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150213080","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150213160","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150213180","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00150232560","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"00150232580","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine","Oral"
"00150240760","Antibiot, Tetracyclines","Tetracycline",NA
"00150240780","Antibiot, Tetracyclines","Tetracycline",NA
"00150241580","Antibiot, Tetracyclines","Tetracycline",NA
"00150241680","Antibiot, Tetracyclines","Tetracycline",NA
"00150242016","Antibiot, Tetracyclines","Tetracycline",NA
"00150242860","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00150242880","Antibiot, Penicillins","Penicillin G & Comb.",NA
"00150245060","Antibiot, Penicillins","Penicillin V",NA
"00150245080","Antibiot, Penicillins","Penicillin V",NA
"00150245160","Antibiot, Penicillins","Penicillin V",NA
"00150245180","Antibiot, Penicillins","Penicillin V",NA
"00150245840","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00150245860","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00150245960","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00150246240","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00150246460","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00150400104","Antibiot, Penicillins","Penicillin V",NA
"00150400108","Antibiot, Penicillins","Penicillin V",NA
"00150400404","Antibiot, Penicillins","Penicillin V",NA
"00150400408","Antibiot, Penicillins","Penicillin V",NA
"00150401004","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150401008","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150401404","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00150401408","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00157038901","Antibiot, Aminoglycosides","Neomycin Sulfate",NA
"00157039350","Antibiot, Tetracyclines","Doxycycline",NA
"00157039405","Antibiot, Tetracyclines","Doxycycline",NA
"00157039450","Antibiot, Tetracyclines","Doxycycline",NA
"00157041301","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00157041305","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00157041401","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00157041405","Antibiot, Penicillins","Ampicillin & Comb.",NA
"00157053010","Antibiot, Tetracyclines","Tetracycline",NA
"00157053101","Antibiot, Tetracyclines","Tetracycline",NA
"00157053110","Antibiot, Tetracyclines","Tetracycline",NA
"00157053201","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"00157053205","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"00157053305","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"00157053350","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"00157054001","Antibiot, Penicillins","Penicillin V",NA
"00157054010","Antibiot, Penicillins","Penicillin V",NA
"00157054101","Antibiot, Penicillins","Penicillin V",NA
"00157054601","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00157054805","Antibiot, Tetracyclines","Doxycycline",NA
"00157054850","Antibiot, Tetracyclines","Doxycycline",NA
"00157057401","Antibiot, Penicillins","Dicloxacillin Sodium",NA
"00157057501","Antibiot, Penicillins","Dicloxacillin Sodium",NA
"00157067801","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00157067805","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00157067825","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00157067901","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00157068201","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00157068205","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00157068210","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00157068401","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00157068410","Urinary Anti-Infectives, NEC","Nitrofurantoin",NA
"00157077101","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"00157077201","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"00157083701","Urinary Anti-Infectives, NEC","Sulfisoxazole/Phenazopyridine",NA
"00157085601","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00157085605","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00157085701","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"00172213060","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172213070","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172213080","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172213160","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172213170","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172213180","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"00172240700","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172240710","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172240760","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172240780","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172241600","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172241610","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172241660","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172241680","Antibiot, Tetracyclines","Tetracycline","Oral"
"00172243060","Antibiot, Tetracyclines","Tetracycline",NA
"00172243080","Antibiot, Tetracyclines","Tetracycline",NA
"00172245860","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00172245870","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00172245880","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00172282360","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"00172296060","Antibiot, Chloramphenicol&Comb","Chloramphenicol","Oral"
"00172297148","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"00172297160","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172297165","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172297170","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172297180","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172298448","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172298470","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172298548","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172298570","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172300748","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172300760","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"00172362610","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172362648","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172362670","Antibiot, Tetracyclines","Doxycycline","Oral"
"00172405843","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00172405848","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00172405860","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00172405870","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00172405943","Antibiot, Cephalosporin & Rel.","Cefadroxil",NA
"00172405948","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"00172405960","Antibiot, Cephalosporin & Rel.","Cefadroxil",NA
"00172406310","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00172406343","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00172406360","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00172406410","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00172406443","Antibiot, Cephalosporin & Rel.","Cephradine","Oral"
"00172406460","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"00172407310","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"00172407343","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172407360","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172407370","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172407410","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"00172407443","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172407460","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172407470","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"00172419460","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00172461022","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00172461023","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00172461122","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
"00172461123","Antibiot, Cephalosporin & Rel.","Cefaclor","Oral"
