COND,DX,ICD,ICD_DESC
Bacterial infection (other),P365,0,Sepsis of newborn due to anaerobes
Bacterial infection (other),P368,0,Other bacterial sepsis of newborn
Bacterial infection (other),P368,0,Other bacterial sepsis of newborn
Bacterial infection (other),P368,0,Other bacterial sepsis of newborn
Bacterial infection (other),P369,0,"Bacterial sepsis of newborn, unspecified"
Bacterial infection (other),P369,0,"Bacterial sepsis of newborn, unspecified"
Bacterial infection (other),P369,0,"Bacterial sepsis of newborn, unspecified"
Bacterial infection (other),P372,0,Neonatal (disseminated) listeriosis
Bacterial infection (other),P372,0,Neonatal (disseminated) listeriosis
Routine child health exam,Z00129,0,Encounter for routine child health examination without abnormal findings
